sensor_id,timestamp,temperature,humidity,pressure,light_level,motion_detected,battery_level,signal_strength,device_status
SENSOR_011,2026-01-24 12:15:09.938723,25.43,76.05,1009.08,889,0,74.7,-78,Sleep
SENSOR_019,2026-01-24 13:05:09.938725,24.24,32.52,1009.23,788,1,58.7,-33,Active
SENSOR_005,2026-01-24 08:00:09.938727,15.2,38.65,1013.53,256,1,92.7,-83,Idle
SENSOR_035,2026-01-24 00:03:09.938728,22.82,36.98,1013.27,953,1,22.4,-53,Sleep
SENSOR_037,2026-01-23 18:32:09.938730,20.34,44.06,1015.28,836,0,47.6,-88,Active
SENSOR_016,2026-01-24 10:56:09.938732,17.16,40.2,1013.89,756,0,85.9,-34,Active
SENSOR_034,2026-01-23 20:57:09.938734,28.78,77.29,1008.41,597,1,70.3,-33,Error
SENSOR_040,2026-01-24 05:14:09.938736,22.03,34.21,1009.0,582,1,98.5,-71,Active
SENSOR_033,2026-01-24 00:11:09.938738,26.92,40.58,1012.47,268,0,95.6,-33,Active
SENSOR_020,2026-01-23 21:16:09.938740,16.13,34.04,1018.05,492,0,33.6,-87,Active
SENSOR_026,2026-01-24 09:20:09.938741,24.94,79.02,1013.85,179,0,97.8,-47,Active
SENSOR_040,2026-01-24 01:48:09.938743,27.31,75.92,1005.15,790,1,95.6,-46,Active
SENSOR_004,2026-01-24 02:07:09.938745,20.79,65.83,1004.62,148,1,49.9,-89,Active
SENSOR_035,2026-01-24 10:43:09.938747,19.51,51.3,1018.1,517,0,98.6,-40,Idle
SENSOR_045,2026-01-24 06:38:09.938749,15.48,39.51,1020.57,147,0,22.9,-55,Idle
SENSOR_008,2026-01-24 13:17:09.938751,17.66,41.07,1023.71,843,0,72.9,-68,Idle
SENSOR_038,2026-01-24 12:18:09.938753,19.74,52.15,1008.09,679,0,41.3,-46,Active
SENSOR_031,2026-01-24 00:01:09.938755,17.12,68.41,994.22,8,1,30.4,-72,Active
SENSOR_017,2026-01-24 01:44:09.938757,18.16,43.24,1016.82,177,0,66.2,-51,Active
SENSOR_042,2026-01-24 17:34:09.938759,22.79,45.54,1005.84,795,0,44.5,-83,Active
SENSOR_002,2026-01-24 07:04:09.938760,23.39,60.0,1011.97,394,1,73.3,-75,Active
SENSOR_003,2026-01-24 03:42:09.938762,27.45,41.89,1014.48,627,0,63.2,-33,Idle
SENSOR_022,2026-01-24 11:47:09.938764,18.19,59.21,1018.54,607,0,51.4,-48,Active
SENSOR_027,2026-01-24 12:47:09.938766,22.12,49.36,1021.93,330,1,34.5,-73,Active
SENSOR_017,2026-01-24 01:51:09.938768,19.91,31.72,1024.7,855,0,68.1,-55,Active
SENSOR_013,2026-01-24 15:37:09.938770,19.56,50.14,1026.19,55,1,86.3,-67,Active
SENSOR_022,2026-01-24 17:43:09.938772,20.42,75.98,1014.04,206,0,68.0,-90,Sleep
SENSOR_049,2026-01-24 07:16:09.938773,21.02,44.66,996.11,104,1,68.8,-90,Sleep
SENSOR_004,2026-01-23 17:58:09.938775,23.25,46.14,1006.9,546,0,60.9,-45,Active
SENSOR_009,2026-01-24 11:30:09.938777,20.35,33.3,1027.08,720,0,51.1,-55,Active
SENSOR_014,2026-01-24 11:06:09.938779,28.14,60.75,1014.49,792,0,56.6,-80,Active
SENSOR_036,2026-01-23 18:13:09.938781,13.48,72.46,1034.78,880,1,99.2,-73,Idle
SENSOR_047,2026-01-24 14:42:09.938783,27.27,47.65,1009.21,354,1,80.0,-75,Active
SENSOR_022,2026-01-23 23:33:09.938785,20.16,42.01,1036.13,658,0,54.4,-74,Active
SENSOR_049,2026-01-24 02:15:09.938786,21.06,77.83,1012.98,488,0,56.6,-67,Active
SENSOR_043,2026-01-24 06:37:09.938788,21.95,67.25,1008.8,798,0,60.0,-57,Active
SENSOR_004,2026-01-24 14:41:09.938790,25.53,58.36,1005.88,592,0,72.7,-87,Active
SENSOR_016,2026-01-24 15:49:09.938792,17.6,45.28,1019.6,502,1,57.3,-56,Active
SENSOR_032,2026-01-23 20:35:09.938794,18.72,41.04,998.87,49,0,74.9,-76,Active
SENSOR_005,2026-01-24 01:55:09.938796,24.5,65.79,1007.5,86,1,46.3,-89,Active
SENSOR_037,2026-01-23 21:37:09.938798,13.51,56.09,1012.47,702,1,52.9,-35,Error
SENSOR_040,2026-01-24 12:34:09.938799,21.83,56.03,990.42,302,0,89.1,-40,Active
SENSOR_045,2026-01-24 15:38:09.938801,18.01,33.69,1012.03,0,1,46.3,-60,Active
SENSOR_049,2026-01-24 05:57:09.938803,16.96,55.61,1030.2,380,0,97.2,-82,Sleep
SENSOR_003,2026-01-23 20:11:09.938805,13.81,71.14,1017.32,953,0,33.8,-81,Sleep
SENSOR_023,2026-01-23 22:49:09.938807,25.86,77.34,1006.42,649,1,39.3,-38,Active
SENSOR_005,2026-01-24 10:12:09.938809,22.79,35.33,1008.22,647,0,57.1,-66,Active
SENSOR_027,2026-01-24 06:08:09.938811,18.64,61.56,1016.37,361,0,83.8,-40,Active
SENSOR_039,2026-01-23 20:27:09.938812,21.18,58.42,1007.89,380,1,78.5,-31,Idle
SENSOR_048,2026-01-24 17:26:09.938814,16.54,74.52,1017.69,665,0,34.0,-86,Error
SENSOR_040,2026-01-24 11:20:09.938816,19.32,67.56,1007.61,161,0,38.9,-77,Active
SENSOR_006,2026-01-24 08:32:09.938818,21.01,78.26,1002.76,18,1,66.0,-49,Active
SENSOR_036,2026-01-24 08:12:09.938820,22.32,78.0,1024.81,973,0,43.6,-43,Active
SENSOR_031,2026-01-24 03:22:09.938822,23.96,41.28,1020.09,839,1,53.8,-53,Active
SENSOR_009,2026-01-23 21:58:09.938824,12.97,66.27,994.12,242,0,58.9,-34,Active
SENSOR_018,2026-01-24 07:28:09.938826,23.98,56.53,1009.63,128,0,67.5,-51,Active
SENSOR_047,2026-01-24 05:22:09.938828,13.37,40.73,1023.43,175,1,40.1,-89,Active
SENSOR_003,2026-01-23 20:36:09.938829,24.16,39.74,1011.34,408,0,33.1,-73,Active
SENSOR_007,2026-01-24 04:09:09.938831,20.93,34.05,1007.19,791,1,51.9,-62,Active
SENSOR_003,2026-01-24 09:13:09.938833,27.46,69.78,1010.47,942,1,26.6,-38,Active
SENSOR_032,2026-01-23 22:45:09.938835,18.63,46.23,1014.11,83,1,62.1,-38,Active
SENSOR_033,2026-01-23 23:26:09.938837,25.9,72.85,1011.2,375,0,87.2,-38,Active
SENSOR_015,2026-01-23 20:01:09.938839,16.16,60.42,1012.17,221,0,29.5,-71,Idle
SENSOR_042,2026-01-23 19:24:09.938841,22.53,63.68,1011.5,324,1,29.0,-83,Active
SENSOR_023,2026-01-24 11:00:09.938842,11.81,44.58,1003.26,450,0,26.4,-32,Idle
SENSOR_028,2026-01-24 15:16:09.938844,26.42,52.86,1002.75,415,0,87.8,-54,Active
SENSOR_031,2026-01-23 21:41:09.938846,30.63,50.62,1002.1,656,0,26.5,-42,Sleep
SENSOR_020,2026-01-24 12:42:09.938848,18.51,41.78,1013.91,444,0,98.7,-43,Idle
SENSOR_015,2026-01-24 14:24:09.938850,22.61,71.63,1018.83,617,0,48.7,-65,Active
SENSOR_002,2026-01-24 10:31:09.938852,24.22,61.1,1003.59,324,1,46.3,-54,Active
SENSOR_004,2026-01-24 08:21:09.938854,14.25,31.87,998.0,522,0,27.3,-42,Active
SENSOR_002,2026-01-24 11:49:09.938856,18.25,71.0,1004.29,165,0,66.9,-87,Error
SENSOR_050,2026-01-24 08:56:09.938857,17.94,35.3,1027.02,707,1,66.9,-58,Active
SENSOR_013,2026-01-23 22:40:09.938859,34.04,50.18,1009.87,742,0,59.5,-69,Active
SENSOR_035,2026-01-24 14:25:09.938861,27.23,58.56,1010.86,658,1,44.9,-85,Active
SENSOR_039,2026-01-24 13:35:09.938863,20.91,30.38,1005.02,870,0,49.5,-58,Idle
SENSOR_025,2026-01-24 00:05:09.938865,25.9,62.65,1018.72,237,1,45.6,-63,Active
SENSOR_044,2026-01-23 21:52:09.938867,23.06,62.99,1011.77,982,0,54.1,-67,Active
SENSOR_044,2026-01-23 19:54:09.938868,24.97,62.63,1005.73,912,1,47.3,-87,Active
SENSOR_048,2026-01-24 04:50:09.938870,16.73,38.17,1002.69,12,0,74.0,-89,Active
SENSOR_002,2026-01-24 06:38:09.938872,28.87,42.79,1016.78,730,0,43.7,-78,Active
SENSOR_036,2026-01-23 22:16:09.938908,18.16,42.37,1015.64,256,0,48.1,-45,Active
SENSOR_031,2026-01-23 21:42:09.938912,18.42,78.0,1000.62,513,1,54.8,-42,Idle
SENSOR_004,2026-01-23 21:16:09.938915,24.95,33.38,1025.27,209,0,20.3,-80,Idle
SENSOR_025,2026-01-24 08:27:09.938917,23.73,51.44,1006.58,483,1,59.4,-56,Idle
SENSOR_050,2026-01-23 20:53:09.938919,22.12,73.56,990.75,364,0,40.5,-52,Active
SENSOR_025,2026-01-23 19:05:09.938921,26.2,68.47,1028.29,224,0,24.5,-81,Idle
SENSOR_045,2026-01-24 01:45:09.938923,16.19,71.12,1011.97,995,0,92.9,-48,Active
SENSOR_009,2026-01-24 10:46:09.938925,31.22,78.61,1017.34,193,1,45.8,-81,Active
SENSOR_028,2026-01-24 12:10:09.938927,19.5,49.36,1029.72,195,1,54.1,-83,Sleep
SENSOR_045,2026-01-24 17:49:09.938929,21.56,45.48,1002.97,399,1,86.2,-86,Idle
SENSOR_028,2026-01-24 10:00:09.938931,31.3,31.53,1017.79,771,1,33.3,-68,Active
SENSOR_036,2026-01-24 10:31:09.938933,18.45,37.5,1024.75,56,0,88.0,-57,Sleep
SENSOR_009,2026-01-24 14:47:09.938935,27.12,58.1,1003.65,968,1,39.3,-31,Error
SENSOR_008,2026-01-23 20:55:09.938937,20.93,37.88,1027.61,624,0,67.1,-31,Active
SENSOR_029,2026-01-24 12:54:09.938939,17.79,66.82,998.91,212,1,74.9,-44,Active
SENSOR_008,2026-01-24 13:01:09.938941,20.08,31.86,1012.05,278,0,92.4,-59,Idle
SENSOR_040,2026-01-24 12:17:09.938943,24.83,42.97,1002.25,755,1,68.6,-75,Active
SENSOR_024,2026-01-24 01:41:09.938945,27.07,64.77,1019.96,379,0,56.3,-87,Active
SENSOR_023,2026-01-24 17:54:09.938947,23.13,42.78,1003.35,116,0,65.8,-37,Idle
SENSOR_013,2026-01-24 06:52:09.938949,14.01,66.44,1006.83,897,0,36.2,-31,Active
SENSOR_022,2026-01-24 15:15:09.938951,25.18,79.79,1004.21,450,0,75.1,-63,Active
SENSOR_028,2026-01-24 16:08:09.938953,21.29,69.85,1000.98,598,0,35.0,-43,Active
SENSOR_004,2026-01-24 13:14:09.938954,16.49,47.09,1005.33,409,1,64.6,-47,Active
SENSOR_016,2026-01-24 00:27:09.938956,23.73,75.03,1012.55,892,1,71.8,-31,Error
SENSOR_015,2026-01-24 02:54:09.938958,27.67,32.56,1012.0,366,0,91.9,-77,Active
SENSOR_006,2026-01-24 03:23:09.938960,22.03,66.25,1010.84,774,0,56.0,-79,Active
SENSOR_038,2026-01-23 19:13:09.938962,26.62,31.17,1006.33,995,0,82.0,-31,Error
SENSOR_001,2026-01-24 01:48:09.938964,24.31,38.73,1009.44,811,1,33.4,-70,Sleep
SENSOR_015,2026-01-24 06:45:09.938966,24.38,79.38,997.14,928,0,32.5,-43,Active
SENSOR_027,2026-01-24 07:35:09.938967,20.47,48.04,1006.01,112,0,62.0,-75,Sleep
SENSOR_048,2026-01-24 00:50:09.938969,26.09,71.02,1010.78,959,0,67.7,-37,Active
SENSOR_049,2026-01-24 13:54:09.938971,26.57,48.8,1015.94,163,0,70.6,-47,Active
SENSOR_035,2026-01-24 09:41:09.938973,25.96,72.0,1014.72,3,0,79.7,-89,Active
SENSOR_037,2026-01-23 22:47:09.938975,20.43,78.27,1000.72,629,0,43.6,-68,Active
SENSOR_003,2026-01-24 04:29:09.938977,26.93,51.78,1017.28,22,0,69.8,-35,Active
SENSOR_001,2026-01-24 05:02:09.938979,23.93,57.97,1014.22,920,0,35.1,-62,Active
SENSOR_047,2026-01-24 04:45:09.938980,17.14,61.43,1027.4,744,0,37.5,-45,Active
SENSOR_016,2026-01-24 01:43:09.938982,20.09,76.74,998.06,601,0,25.4,-48,Active
SENSOR_004,2026-01-24 05:47:09.938984,19.35,42.84,1011.64,987,0,79.8,-82,Active
SENSOR_005,2026-01-24 07:16:09.938986,12.06,60.56,1023.31,766,0,60.6,-37,Active
SENSOR_004,2026-01-24 00:05:09.938988,27.02,46.24,1010.04,91,0,39.1,-84,Active
SENSOR_009,2026-01-24 07:05:09.938990,37.51,40.85,1003.87,468,1,64.5,-62,Active
SENSOR_029,2026-01-23 23:48:09.938992,28.04,34.25,1004.84,969,0,48.3,-47,Active
SENSOR_012,2026-01-24 15:14:09.938993,22.81,61.04,1020.85,154,1,87.0,-74,Active
SENSOR_019,2026-01-23 21:15:09.938995,19.42,74.1,997.52,818,0,62.3,-82,Active
SENSOR_003,2026-01-24 10:36:09.938997,17.37,47.57,1009.67,626,0,22.4,-85,Active
SENSOR_021,2026-01-24 12:14:09.938999,22.75,57.63,1004.24,206,0,98.8,-47,Idle
SENSOR_023,2026-01-23 20:17:09.939001,26.84,62.11,1004.99,80,0,25.9,-71,Error
SENSOR_039,2026-01-24 08:26:09.939003,18.63,50.73,1017.42,614,0,75.7,-81,Idle
SENSOR_042,2026-01-24 13:02:09.939005,34.82,75.17,1009.05,482,1,55.0,-82,Active
SENSOR_016,2026-01-24 02:59:09.939007,15.08,48.14,1015.33,964,1,39.9,-79,Active
SENSOR_019,2026-01-23 22:47:09.939009,23.12,36.25,1000.58,591,0,74.1,-58,Active
SENSOR_009,2026-01-24 02:50:09.939011,22.35,37.2,1021.3,406,0,30.1,-59,Sleep
SENSOR_039,2026-01-24 01:11:09.939013,22.03,74.54,1015.13,102,0,88.7,-57,Active
SENSOR_026,2026-01-23 18:11:09.939015,19.16,79.4,1025.38,239,0,40.0,-72,Active
SENSOR_031,2026-01-24 09:21:09.939017,22.41,44.45,1008.93,264,1,48.9,-58,Active
SENSOR_043,2026-01-23 18:31:09.939018,19.75,37.18,1017.5,32,0,70.6,-43,Idle
SENSOR_008,2026-01-24 13:48:09.939020,28.44,54.11,1020.83,34,1,20.1,-75,Active
SENSOR_043,2026-01-23 22:52:09.939022,30.1,65.48,1017.3,248,0,57.8,-41,Active
SENSOR_005,2026-01-24 03:03:09.939024,20.06,60.62,1029.98,999,0,91.5,-41,Sleep
SENSOR_005,2026-01-23 19:39:09.939026,13.78,77.56,996.37,49,0,74.4,-68,Active
SENSOR_017,2026-01-24 06:01:09.939028,23.59,70.89,1014.75,279,0,51.0,-65,Active
SENSOR_035,2026-01-24 11:50:09.939030,23.41,73.45,1008.94,983,0,72.8,-46,Active
SENSOR_014,2026-01-24 17:03:09.939032,22.53,57.08,1008.22,753,0,94.9,-37,Active
SENSOR_032,2026-01-24 05:26:09.939033,24.66,46.36,1027.94,151,0,35.0,-47,Active
SENSOR_046,2026-01-24 02:00:09.939035,28.91,65.09,1006.8,658,0,62.5,-50,Active
SENSOR_048,2026-01-23 19:02:09.939037,26.16,51.95,1021.53,550,0,38.8,-54,Active
SENSOR_023,2026-01-24 06:06:09.939039,24.66,44.39,1002.46,700,0,88.3,-82,Idle
SENSOR_015,2026-01-24 03:26:09.939041,25.77,37.61,1023.2,536,1,77.7,-61,Active
SENSOR_029,2026-01-24 10:37:09.939043,23.26,56.39,1012.78,755,1,84.1,-78,Active
SENSOR_046,2026-01-23 20:51:09.939045,17.27,59.71,1010.17,734,0,95.4,-43,Active
SENSOR_020,2026-01-23 22:48:09.939047,29.25,58.44,997.63,229,0,38.6,-31,Idle
SENSOR_024,2026-01-24 11:23:09.939048,22.51,35.83,1010.19,664,0,23.9,-49,Active
SENSOR_050,2026-01-24 04:51:09.939051,17.27,58.5,1006.13,922,1,43.3,-75,Active
SENSOR_036,2026-01-24 05:08:09.939052,16.36,38.42,1030.48,287,0,51.9,-45,Active
SENSOR_019,2026-01-24 11:48:09.939054,17.41,63.19,1013.52,394,0,70.0,-34,Active
SENSOR_042,2026-01-24 17:33:09.939056,15.84,51.47,1007.04,452,0,83.8,-89,Active
SENSOR_016,2026-01-24 11:13:09.939058,25.34,72.44,1006.61,619,1,48.0,-60,Idle
SENSOR_034,2026-01-24 02:49:09.939060,21.12,68.91,999.4,32,0,57.9,-31,Active
SENSOR_018,2026-01-24 05:35:09.939062,25.88,66.22,1028.22,914,0,82.8,-34,Sleep
SENSOR_021,2026-01-23 23:57:09.939064,27.85,65.04,1025.56,362,0,38.0,-40,Active
SENSOR_045,2026-01-24 11:15:09.939066,26.55,58.02,1012.33,110,0,37.4,-48,Idle
SENSOR_035,2026-01-24 17:43:09.939067,25.17,33.06,1034.79,120,1,67.1,-72,Active
SENSOR_033,2026-01-23 21:54:09.939069,23.44,62.77,1012.87,15,0,54.9,-31,Active
SENSOR_007,2026-01-24 07:19:09.939071,21.05,53.35,1023.96,738,1,95.9,-80,Active
SENSOR_004,2026-01-24 06:42:09.939073,21.38,53.48,1018.66,522,0,48.6,-77,Active
SENSOR_023,2026-01-24 14:42:09.939075,24.92,48.95,1007.26,714,0,80.8,-44,Idle
SENSOR_027,2026-01-24 05:19:09.939077,17.19,76.45,1014.82,713,1,66.6,-66,Active
SENSOR_046,2026-01-24 09:15:09.939078,21.73,42.47,1016.73,97,0,24.4,-84,Active
SENSOR_040,2026-01-24 00:45:09.939080,18.29,45.83,999.96,115,0,26.8,-76,Active
SENSOR_032,2026-01-24 17:28:09.939082,27.86,78.15,1015.88,964,0,36.3,-61,Idle
SENSOR_018,2026-01-23 21:12:09.939084,25.59,70.51,1024.41,470,1,31.5,-32,Active
SENSOR_006,2026-01-24 08:35:09.939086,32.69,30.7,1006.08,438,0,46.3,-60,Idle
SENSOR_014,2026-01-24 16:46:09.939088,18.21,75.31,1010.9,280,1,66.3,-67,Idle
SENSOR_009,2026-01-23 19:49:09.939090,18.75,41.33,1001.9,348,0,68.2,-36,Idle
SENSOR_034,2026-01-24 08:31:09.939091,22.29,65.3,1008.17,231,1,67.0,-66,Active
SENSOR_015,2026-01-23 20:00:09.939093,18.37,57.65,1008.95,972,0,29.4,-83,Active
SENSOR_020,2026-01-24 01:34:09.939095,24.69,56.84,1028.78,110,0,68.0,-61,Active
SENSOR_048,2026-01-24 04:19:09.939097,21.75,65.9,1009.83,351,0,52.8,-55,Idle
SENSOR_036,2026-01-24 16:25:09.939099,19.56,40.36,1007.7,929,1,92.2,-41,Idle
SENSOR_014,2026-01-23 18:10:09.939101,27.44,37.95,1012.06,11,1,93.0,-77,Active
SENSOR_008,2026-01-24 09:16:09.939103,12.75,62.6,995.92,983,0,81.5,-62,Idle
SENSOR_024,2026-01-24 08:33:09.939105,24.71,44.53,989.41,487,0,76.2,-64,Active
SENSOR_047,2026-01-23 20:34:09.939107,19.24,78.7,999.18,532,0,29.2,-38,Active
SENSOR_010,2026-01-24 15:57:09.939109,26.08,52.58,1016.24,638,0,26.8,-41,Active
SENSOR_003,2026-01-23 22:23:09.939111,27.28,35.58,1012.97,284,0,87.3,-55,Error
SENSOR_016,2026-01-24 16:52:09.939113,10.62,64.29,1021.69,946,0,54.2,-31,Sleep
SENSOR_045,2026-01-24 01:50:09.939115,20.94,45.31,997.8,632,0,56.1,-57,Idle
SENSOR_029,2026-01-23 21:10:09.939117,22.29,37.43,1010.96,635,0,87.8,-70,Sleep
SENSOR_042,2026-01-23 20:20:09.939118,10.21,51.14,997.08,918,1,69.7,-53,Active
SENSOR_049,2026-01-24 02:24:09.939120,23.14,78.21,1015.67,544,0,34.4,-80,Sleep
SENSOR_030,2026-01-24 01:10:09.939122,19.36,50.57,999.22,391,0,36.9,-58,Active
SENSOR_008,2026-01-24 11:59:09.939124,15.97,47.37,1010.57,169,0,20.5,-76,Idle
SENSOR_002,2026-01-24 01:45:09.939126,18.75,52.23,1015.06,76,0,76.9,-79,Idle
SENSOR_032,2026-01-23 19:48:09.939128,17.88,30.61,1009.09,964,0,58.8,-67,Active
SENSOR_003,2026-01-23 23:17:09.939130,19.15,36.66,990.38,296,0,96.0,-41,Active
SENSOR_018,2026-01-24 14:22:09.939132,22.93,72.48,1029.62,329,0,77.1,-54,Active
SENSOR_018,2026-01-24 16:36:09.939134,26.91,78.9,1008.03,62,0,28.3,-80,Error
SENSOR_038,2026-01-24 05:18:09.939135,21.61,37.9,996.9,269,1,32.9,-35,Active
SENSOR_025,2026-01-24 16:55:09.939137,27.51,56.78,1020.61,215,0,60.1,-38,Active
SENSOR_020,2026-01-23 20:59:09.939139,16.77,78.32,1020.99,189,0,94.0,-72,Idle
SENSOR_006,2026-01-24 12:41:09.939141,22.76,37.83,1009.98,74,1,39.8,-37,Active
SENSOR_004,2026-01-24 11:52:09.939143,32.53,39.32,1028.36,685,0,86.0,-90,Active
SENSOR_018,2026-01-24 13:25:09.939145,14.05,76.34,1005.59,509,0,45.0,-74,Active
SENSOR_040,2026-01-24 15:05:09.939147,13.86,65.28,1014.76,578,0,41.6,-51,Active
SENSOR_025,2026-01-24 03:35:09.939149,28.4,37.6,1018.11,92,0,92.1,-36,Idle
SENSOR_032,2026-01-24 13:50:09.939150,23.1,49.67,1028.14,52,0,23.8,-75,Active
SENSOR_002,2026-01-24 16:00:09.939152,18.99,32.81,993.57,495,0,72.9,-65,Active
SENSOR_025,2026-01-24 02:46:09.939154,16.35,51.63,1035.92,947,1,23.5,-33,Active
SENSOR_025,2026-01-23 20:09:09.939156,21.82,68.9,1024.74,93,0,84.1,-48,Active
SENSOR_029,2026-01-24 15:47:09.939158,22.67,57.7,1017.49,624,0,86.4,-32,Sleep
SENSOR_003,2026-01-24 07:11:09.939160,22.69,62.37,1005.0,228,0,91.5,-40,Sleep
SENSOR_015,2026-01-24 14:35:09.939162,16.3,46.34,1004.16,249,0,34.9,-35,Active
SENSOR_014,2026-01-23 23:20:09.939164,20.32,38.07,1015.88,390,0,30.0,-48,Active
SENSOR_025,2026-01-24 08:26:09.939165,19.16,30.66,1017.94,720,1,60.3,-76,Active
SENSOR_012,2026-01-24 11:17:09.939167,25.23,71.07,1016.65,979,1,41.7,-83,Active
SENSOR_043,2026-01-23 19:33:09.939169,16.6,61.83,1014.6,181,0,68.5,-61,Active
SENSOR_028,2026-01-23 20:57:09.939171,22.38,41.47,1017.32,266,0,61.1,-77,Idle
SENSOR_035,2026-01-24 17:20:09.939173,35.17,50.92,991.14,280,1,31.6,-58,Active
SENSOR_004,2026-01-24 06:33:09.939175,16.26,70.07,1010.34,954,0,79.1,-49,Active
SENSOR_043,2026-01-23 18:58:09.939177,18.26,56.94,999.17,983,0,84.3,-84,Active
SENSOR_020,2026-01-24 07:06:09.939179,21.53,45.01,1012.59,961,0,97.0,-73,Active
SENSOR_003,2026-01-24 12:08:09.939181,7.29,43.36,1026.06,666,1,51.6,-79,Idle
SENSOR_035,2026-01-23 21:53:09.939183,14.87,40.88,1003.91,82,0,47.0,-89,Active
SENSOR_049,2026-01-24 05:24:09.939185,23.55,71.19,1005.91,185,1,35.4,-41,Active
SENSOR_023,2026-01-24 00:17:09.939187,21.12,59.09,1004.5,860,0,34.5,-62,Active
SENSOR_002,2026-01-24 17:25:09.939188,27.27,65.46,1005.84,996,0,45.7,-70,Sleep
SENSOR_039,2026-01-23 19:14:09.939190,20.81,73.01,1018.54,650,0,98.5,-84,Active
SENSOR_049,2026-01-24 04:09:09.939192,20.37,79.34,1020.87,566,0,27.4,-39,Sleep
SENSOR_022,2026-01-24 03:42:09.939194,18.49,42.47,1027.69,530,1,40.7,-64,Active
SENSOR_017,2026-01-23 19:07:09.939196,20.29,39.05,1002.95,347,0,26.9,-79,Sleep
SENSOR_049,2026-01-23 19:03:09.939198,15.94,53.1,1019.84,422,0,41.9,-71,Idle
SENSOR_038,2026-01-24 15:49:09.939200,21.26,31.75,1021.5,980,0,27.4,-34,Active
SENSOR_014,2026-01-24 15:41:09.939202,17.14,69.59,1029.53,857,0,60.7,-77,Idle
SENSOR_049,2026-01-24 11:19:09.939203,15.95,74.19,1003.7,981,0,55.1,-81,Active
SENSOR_002,2026-01-24 00:47:09.939205,18.8,64.3,992.96,453,0,33.9,-50,Active
SENSOR_022,2026-01-24 12:52:09.939207,24.26,43.4,1010.23,266,0,34.0,-68,Active
SENSOR_047,2026-01-24 08:48:09.939209,22.71,36.16,1041.09,506,1,70.1,-61,Active
SENSOR_040,2026-01-24 15:03:09.939212,25.34,49.11,1002.05,141,0,51.0,-44,Active
SENSOR_028,2026-01-24 12:01:09.939215,17.38,71.67,1017.87,315,1,24.5,-33,Idle
SENSOR_028,2026-01-24 02:46:09.939217,21.93,47.39,990.83,675,0,93.6,-60,Idle
SENSOR_047,2026-01-24 16:23:09.939219,30.51,31.71,1031.15,763,0,52.4,-39,Active
SENSOR_048,2026-01-24 08:30:09.939221,28.99,43.71,994.22,231,0,67.3,-35,Idle
SENSOR_049,2026-01-23 21:08:09.939222,15.63,79.5,989.09,296,1,90.8,-81,Active
SENSOR_004,2026-01-24 11:08:09.939224,16.96,63.83,1013.99,897,0,52.2,-72,Active
SENSOR_007,2026-01-23 18:24:09.939226,30.49,75.04,1014.18,952,1,85.7,-72,Sleep
SENSOR_036,2026-01-24 00:39:09.939228,24.26,68.74,1027.19,874,0,93.2,-47,Active
SENSOR_025,2026-01-24 03:56:09.939230,21.05,56.99,1021.49,571,0,33.9,-68,Active
SENSOR_047,2026-01-24 12:00:09.939232,20.49,37.43,992.99,915,0,91.4,-32,Idle
SENSOR_044,2026-01-23 20:13:09.939234,23.14,47.43,1011.48,21,0,29.6,-47,Active
SENSOR_019,2026-01-24 17:48:09.939235,23.2,59.19,1006.03,383,0,42.0,-50,Active
SENSOR_035,2026-01-24 07:17:09.939238,19.33,73.53,999.65,125,1,84.7,-32,Active
SENSOR_030,2026-01-24 08:34:09.939239,21.18,43.43,1017.34,102,1,92.1,-59,Active
SENSOR_028,2026-01-23 22:46:09.939241,19.16,36.06,1023.43,899,1,74.7,-71,Error
SENSOR_037,2026-01-24 05:56:09.939243,22.84,57.94,1004.95,951,1,28.4,-87,Active
SENSOR_047,2026-01-24 13:53:09.939245,18.31,38.83,1009.67,732,1,61.8,-58,Active
SENSOR_037,2026-01-24 06:15:09.939247,15.66,60.52,1010.34,109,1,65.8,-43,Active
SENSOR_050,2026-01-24 02:00:09.939249,29.38,43.18,1006.39,569,0,42.5,-90,Active
SENSOR_034,2026-01-23 22:31:09.939251,21.65,41.55,1008.73,471,0,99.3,-78,Active
SENSOR_017,2026-01-23 18:08:09.939252,30.49,49.96,1006.38,64,0,46.9,-88,Active
SENSOR_011,2026-01-24 14:58:09.939254,12.34,59.66,1014.25,471,0,36.8,-79,Active
SENSOR_025,2026-01-23 22:35:09.939256,14.75,57.27,1007.14,569,1,28.8,-62,Active
SENSOR_030,2026-01-24 02:06:09.939258,24.33,42.24,1017.27,669,0,50.3,-36,Active
SENSOR_048,2026-01-24 14:54:09.939260,21.66,74.56,1007.1,75,0,75.4,-60,Idle
SENSOR_016,2026-01-24 13:56:09.939262,16.21,35.49,1019.47,18,0,38.5,-50,Sleep
SENSOR_009,2026-01-24 14:49:09.939264,27.68,31.97,1006.88,383,0,81.6,-55,Sleep
SENSOR_001,2026-01-24 11:41:09.939266,17.65,60.14,1019.06,996,0,30.8,-89,Active
SENSOR_018,2026-01-24 14:58:09.939267,27.99,36.17,1004.51,189,0,55.2,-69,Active
SENSOR_044,2026-01-24 11:34:09.939269,21.65,55.24,1021.85,761,0,76.2,-69,Idle
SENSOR_018,2026-01-24 07:04:09.939271,16.65,77.59,995.22,359,0,30.8,-50,Active
SENSOR_006,2026-01-23 21:44:09.939273,18.66,64.93,1012.94,874,0,67.8,-60,Active
