packet_id,timestamp,source_ip,dest_ip,source_port,dest_port,protocol,packet_size,ttl,flags
530,2026-01-23 20:57:57.901140,90.6.114.251,124.198.243.69,55722,80,HTTP,1362,107,SYN
531,2026-01-24 09:05:38.901142,181.173.48.111,154.216.46.194,45038,22,UDP,139,33,FIN
532,2026-01-24 12:40:31.901201,179.127.246.89,118.188.95.112,47582,443,HTTP,502,106,PSH
533,2026-01-24 07:17:52.901206,179.197.76.215,171.218.47.11,12762,8080,HTTPS,762,59,SYN
534,2026-01-24 02:16:28.901208,152.27.5.165,141.174.237.174,29821,80,HTTP,1376,113,FIN
535,2026-01-24 17:50:44.901210,50.240.253.223,67.79.253.135,48522,80,TCP,978,108,RST
536,2026-01-23 19:31:05.901212,52.38.251.83,171.42.148.120,63280,3306,TCP,954,117,FIN
537,2026-01-24 05:03:25.901214,71.169.142.13,121.40.244.77,12144,3306,HTTP,755,107,FIN
538,2026-01-24 09:08:38.901216,139.114.193.104,48.65.153.216,52005,9000,TCP,316,33,FIN
539,2026-01-23 21:07:31.901218,70.40.235.114,73.218.151.146,9791,80,TCP,1213,38,ACK
540,2026-01-24 02:44:09.901220,156.229.45.220,22.39.23.132,23876,22,HTTP,1264,57,FIN
541,2026-01-24 11:04:58.901221,137.228.161.31,37.217.211.25,14727,5432,ICMP,1124,121,FIN
542,2026-01-24 14:47:08.901223,137.9.52.104,128.129.181.66,1953,5432,ICMP,473,119,ACK
543,2026-01-23 22:50:35.901225,115.18.0.212,159.41.8.30,12975,8080,UDP,190,107,ACK
544,2026-01-24 04:46:24.901227,33.155.105.168,179.236.91.202,53875,80,TCP,1255,47,RST
545,2026-01-24 15:26:19.901228,181.233.174.94,56.201.23.22,27063,80,HTTP,655,54,PSH
546,2026-01-23 22:44:58.901230,23.114.232.85,116.152.160.151,61643,9000,TCP,357,71,SYN
547,2026-01-23 22:05:36.901232,153.242.186.184,126.230.135.88,49637,80,HTTPS,1430,91,SYN
548,2026-01-23 23:25:53.901233,125.58.49.195,57.108.94.21,30528,22,TCP,1083,104,FIN
549,2026-01-23 23:25:14.901235,178.113.1.88,164.132.54.112,18462,3306,TCP,373,63,RST
550,2026-01-23 21:43:36.901237,100.149.191.180,146.9.2.102,49539,80,ICMP,725,46,FIN
551,2026-01-24 17:09:44.901239,37.23.84.127,39.6.87.168,6768,80,HTTP,591,44,SYN
552,2026-01-24 03:41:12.901240,45.209.54.66,132.235.207.223,19308,9000,TCP,603,36,ACK
553,2026-01-24 00:47:08.901242,166.100.96.31,178.249.155.159,43441,443,ICMP,482,106,PSH
554,2026-01-24 16:19:03.901244,110.110.234.212,167.184.202.206,40772,9000,UDP,507,105,RST
555,2026-01-23 18:45:31.901245,58.173.55.194,87.44.64.35,8093,9000,ICMP,748,83,ACK
556,2026-01-24 03:49:00.901247,116.23.63.198,13.97.57.209,43383,22,ICMP,903,108,PSH
557,2026-01-24 04:18:40.901249,125.234.68.247,14.96.13.54,20823,8080,ICMP,299,72,RST
558,2026-01-24 08:40:03.901251,137.2.24.142,133.74.123.112,34234,80,TCP,277,84,RST
559,2026-01-24 17:18:41.901252,120.247.90.178,170.97.44.78,29250,9000,TCP,148,81,SYN
560,2026-01-24 04:54:04.901254,158.88.65.27,128.75.242.109,56394,9000,UDP,857,46,ACK
561,2026-01-24 15:26:34.901256,109.164.196.108,15.59.85.232,5676,443,HTTPS,148,38,RST
562,2026-01-24 05:20:56.901257,165.127.140.102,49.227.248.121,25347,9000,HTTPS,128,71,RST
563,2026-01-24 09:07:25.901259,97.150.231.207,15.230.124.52,58009,5432,HTTPS,726,59,PSH
564,2026-01-23 17:58:42.901261,44.70.211.155,85.200.26.86,43162,8080,UDP,690,63,SYN
565,2026-01-23 19:01:43.901263,189.153.160.183,12.52.221.251,8621,80,HTTPS,127,46,FIN
566,2026-01-24 14:07:42.901264,151.111.102.54,116.253.148.10,48117,80,HTTPS,1430,116,SYN
567,2026-01-23 20:42:58.901266,169.148.176.236,134.204.248.132,38250,443,ICMP,1002,101,FIN
568,2026-01-24 05:47:46.901268,182.67.91.129,161.249.118.183,7615,22,TCP,982,96,ACK
569,2026-01-24 13:02:43.901270,148.165.59.195,25.9.216.148,50138,80,TCP,1439,35,ACK
570,2026-01-24 16:17:18.901271,100.245.213.173,90.32.137.229,26857,5432,ICMP,1245,42,RST
571,2026-01-24 05:04:33.901273,146.146.216.207,175.213.242.30,12850,80,ICMP,554,57,ACK
572,2026-01-23 22:01:22.901275,13.54.12.98,136.177.229.179,27441,5432,ICMP,1312,92,RST
573,2026-01-24 05:34:35.901276,47.27.28.52,121.10.82.74,19717,8080,TCP,376,68,SYN
574,2026-01-23 18:29:57.901278,78.82.146.175,59.240.176.113,15162,8080,HTTPS,678,54,ACK
575,2026-01-24 11:31:40.901280,74.74.31.177,69.112.173.236,56444,3306,ICMP,982,124,SYN
576,2026-01-24 00:59:10.901281,85.104.16.92,164.239.67.227,51086,3306,UDP,876,116,SYN
577,2026-01-24 00:28:47.901283,125.52.114.191,85.199.213.214,54516,5432,ICMP,1003,122,ACK
578,2026-01-23 18:54:07.901285,175.199.121.131,182.184.241.205,63005,22,HTTP,1175,71,SYN
579,2026-01-24 11:15:58.901287,188.147.24.238,51.106.144.177,54185,80,ICMP,1390,108,ACK
580,2026-01-24 12:59:34.901289,107.198.213.245,32.247.66.45,56804,9000,TCP,743,54,ACK
581,2026-01-24 15:36:19.901290,185.160.27.4,61.80.251.26,3193,80,ICMP,498,47,ACK
582,2026-01-24 01:14:21.901292,74.103.226.213,116.252.155.61,19580,3306,HTTP,745,125,FIN
583,2026-01-24 16:33:22.901294,67.188.100.199,63.24.9.92,23076,9000,UDP,1222,92,SYN
584,2026-01-24 07:13:07.901295,59.150.229.46,76.182.81.45,7337,5432,HTTPS,1137,99,PSH
585,2026-01-24 10:33:47.901297,184.38.95.247,138.16.32.87,9339,9000,ICMP,403,111,ACK
586,2026-01-24 16:18:28.901299,54.61.193.11,120.58.116.31,9060,80,HTTP,410,62,SYN
587,2026-01-24 10:38:25.901300,119.142.135.34,153.114.249.67,32802,80,HTTP,709,84,RST
588,2026-01-24 16:22:37.901302,51.130.2.85,97.181.23.198,28758,22,UDP,1434,56,ACK
589,2026-01-24 06:24:44.901304,129.79.20.40,152.136.77.219,24197,443,TCP,712,75,ACK
590,2026-01-24 06:36:47.901306,92.26.154.126,186.53.25.238,31427,9000,ICMP,308,43,PSH
591,2026-01-23 23:08:17.901307,156.183.37.201,122.234.56.250,1809,3306,HTTP,172,121,FIN
592,2026-01-24 03:24:13.901309,191.162.112.245,37.52.21.130,7163,3306,UDP,596,123,FIN
593,2026-01-23 22:07:53.901311,57.34.81.107,36.85.60.223,7368,443,HTTPS,1177,40,ACK
594,2026-01-24 00:40:00.901313,149.206.47.90,62.185.80.187,19824,80,HTTP,359,43,SYN
595,2026-01-24 08:40:47.901314,66.109.169.85,84.226.255.188,26396,22,UDP,175,100,RST
596,2026-01-24 16:34:10.901316,102.150.111.244,35.78.186.86,62540,22,TCP,1264,85,RST
597,2026-01-23 18:20:59.901318,168.243.4.30,45.62.103.113,21562,3306,TCP,406,85,SYN
598,2026-01-24 10:56:41.901320,181.177.228.62,116.3.125.214,64942,22,HTTP,164,59,ACK
599,2026-01-24 07:29:08.901321,174.124.20.175,131.174.146.130,15997,8080,HTTP,692,87,RST
600,2026-01-24 04:54:20.901323,92.195.58.99,53.43.136.96,6643,443,ICMP,1488,100,FIN
601,2026-01-24 16:09:44.901325,75.144.12.234,116.184.125.39,35728,80,UDP,91,108,SYN
602,2026-01-23 18:01:41.901326,142.191.228.125,145.215.116.36,60524,8080,HTTP,1000,89,PSH
603,2026-01-24 05:49:03.901328,21.151.98.83,119.211.209.230,37599,443,ICMP,121,109,ACK
604,2026-01-24 07:57:18.901330,141.42.49.43,127.185.15.114,40943,5432,ICMP,360,106,SYN
605,2026-01-24 13:22:14.901332,147.3.33.54,47.5.35.22,43285,9000,HTTP,197,73,RST
606,2026-01-24 04:30:12.901333,181.109.217.214,96.161.205.252,46147,3306,TCP,1418,69,ACK
607,2026-01-24 01:59:37.901335,36.105.222.166,52.222.31.101,28740,22,UDP,312,99,FIN
608,2026-01-24 03:20:18.901337,28.78.12.118,19.77.29.251,4260,5432,UDP,1084,84,ACK
609,2026-01-24 01:53:32.901338,94.19.44.19,171.151.214.103,16872,22,TCP,613,64,ACK
610,2026-01-24 03:49:31.901340,23.91.128.143,184.155.160.233,3376,8080,HTTP,965,102,FIN
611,2026-01-24 05:33:31.901342,28.116.132.105,98.4.143.231,2956,80,UDP,1162,87,FIN
612,2026-01-24 11:06:03.901344,109.230.207.111,145.75.206.115,11937,80,HTTP,897,103,ACK
613,2026-01-23 23:50:11.901346,90.8.199.173,174.105.226.179,9580,80,HTTP,1255,82,FIN
614,2026-01-23 23:47:18.901352,40.3.32.194,98.207.101.226,22324,22,ICMP,834,105,SYN
615,2026-01-24 04:31:41.901353,159.23.37.92,87.43.18.138,6522,5432,TCP,1442,74,FIN
616,2026-01-23 22:59:47.901355,138.54.148.202,95.199.64.134,11606,80,HTTP,1312,46,FIN
617,2026-01-24 08:11:30.901357,185.154.44.73,148.145.109.24,51122,5432,HTTPS,209,69,ACK
618,2026-01-24 14:53:41.901359,122.195.202.211,140.159.174.194,65410,22,TCP,1328,46,SYN
619,2026-01-24 02:26:49.901360,179.15.242.41,172.81.11.8,47657,8080,UDP,956,36,PSH
620,2026-01-24 15:01:44.901362,146.112.69.192,148.132.123.214,10593,5432,ICMP,407,124,PSH
621,2026-01-24 02:13:29.901364,110.151.73.77,87.216.56.188,51615,8080,UDP,1122,114,RST
622,2026-01-23 19:58:05.901365,183.191.5.142,25.190.132.161,61548,22,UDP,765,85,FIN
623,2026-01-24 11:19:57.901367,152.72.63.11,139.181.63.13,57906,22,TCP,64,82,FIN
624,2026-01-23 22:02:33.901369,11.201.43.79,176.63.229.77,5881,3306,UDP,216,41,SYN
625,2026-01-24 07:12:25.901371,63.176.108.106,156.2.232.87,1364,22,HTTP,492,43,PSH
626,2026-01-24 06:12:28.901372,175.72.82.48,70.119.179.77,44973,22,UDP,571,35,RST
627,2026-01-24 14:10:02.901374,66.129.99.30,82.71.193.134,17790,443,ICMP,1213,126,SYN
628,2026-01-24 14:59:15.901376,56.27.236.166,73.53.167.133,63467,80,ICMP,554,49,FIN
629,2026-01-24 05:57:48.901377,150.37.148.172,159.98.184.117,27156,3306,HTTPS,408,111,PSH
630,2026-01-24 07:08:19.901379,27.128.50.51,35.75.217.213,9515,9000,ICMP,284,67,RST
631,2026-01-24 06:44:36.901381,158.249.169.92,115.41.47.16,1162,3306,UDP,786,56,ACK
632,2026-01-24 01:40:02.901383,42.120.51.73,118.66.243.55,1382,3306,ICMP,1112,118,PSH
633,2026-01-23 19:57:43.901384,168.35.99.82,124.39.189.174,55107,9000,TCP,591,107,RST
634,2026-01-24 02:23:18.901386,134.230.168.158,144.206.202.224,10738,443,ICMP,1269,67,SYN
635,2026-01-24 11:50:07.901388,178.156.78.145,77.255.216.113,20864,8080,HTTP,904,98,ACK
636,2026-01-24 01:44:26.901389,155.186.161.246,186.250.213.211,35419,22,TCP,1129,40,RST
637,2026-01-24 05:06:12.901391,119.86.2.81,51.73.65.125,31678,80,HTTPS,544,92,RST
638,2026-01-24 01:37:23.901393,73.113.223.71,192.234.66.248,26903,5432,HTTP,993,84,FIN
639,2026-01-24 16:21:38.901395,102.68.169.225,190.60.108.117,17020,9000,UDP,935,49,PSH
640,2026-01-24 05:03:59.901396,132.236.228.92,131.16.80.242,56802,8080,UDP,1489,74,FIN
641,2026-01-23 19:31:00.901398,88.249.55.45,153.189.60.155,38796,9000,UDP,408,66,ACK
642,2026-01-24 02:04:01.901400,175.41.143.220,114.56.61.95,59502,22,HTTP,108,94,RST
643,2026-01-24 07:54:23.901402,45.100.134.188,156.148.20.134,65377,443,HTTP,84,109,FIN
644,2026-01-23 18:37:13.901403,170.39.38.229,49.60.190.79,27786,9000,HTTP,1157,35,PSH
645,2026-01-24 15:48:51.901405,14.15.207.197,105.155.150.125,14307,22,TCP,936,124,ACK
646,2026-01-24 15:10:14.901407,161.108.18.142,17.73.72.201,64946,22,TCP,111,72,SYN
647,2026-01-23 18:41:29.901409,76.241.76.94,160.215.24.240,40444,443,UDP,614,76,FIN
648,2026-01-24 03:06:47.901411,110.114.148.35,88.145.110.47,56592,3306,ICMP,350,81,ACK
649,2026-01-24 04:40:30.901412,128.46.203.94,135.1.62.141,20578,3306,UDP,1065,110,SYN
650,2026-01-23 23:13:18.901414,138.5.122.218,99.34.22.107,21243,80,HTTPS,1097,59,FIN
651,2026-01-24 12:04:40.901416,167.84.71.115,133.158.231.231,58193,80,TCP,605,73,ACK
652,2026-01-24 16:46:08.901418,50.91.74.189,96.193.243.214,35943,3306,HTTP,819,111,ACK
653,2026-01-24 12:42:15.901419,133.183.20.57,165.67.70.130,10453,8080,TCP,337,107,FIN
654,2026-01-23 19:46:54.901421,134.118.32.68,172.235.230.171,47864,5432,HTTP,1019,100,ACK
655,2026-01-24 01:56:57.901423,104.119.21.172,124.76.166.23,45719,22,HTTPS,663,32,RST
656,2026-01-24 16:38:08.901425,62.184.198.121,169.209.198.60,40697,5432,HTTPS,444,70,FIN
657,2026-01-24 13:18:24.901426,126.23.20.252,111.173.23.246,20242,22,TCP,1416,127,ACK
658,2026-01-24 15:27:17.901428,176.165.52.181,181.226.142.166,13476,3306,HTTP,542,121,SYN
659,2026-01-24 09:18:37.901430,143.140.134.149,32.84.12.147,59366,80,HTTPS,78,48,SYN
660,2026-01-23 18:24:47.901431,149.89.192.168,171.158.63.165,50004,8080,UDP,579,122,RST
661,2026-01-24 04:33:54.901433,106.187.39.133,153.43.98.245,19975,80,UDP,254,119,FIN
662,2026-01-24 04:43:02.901435,74.192.114.133,168.27.96.193,2331,5432,HTTP,1255,66,ACK
663,2026-01-24 03:57:48.901436,113.180.176.125,131.9.61.169,15876,80,TCP,684,77,ACK
664,2026-01-23 21:15:00.901457,133.3.71.113,146.92.9.71,26256,3306,HTTPS,1224,73,SYN
665,2026-01-24 16:43:25.901461,52.117.39.132,62.125.227.22,36452,8080,TCP,217,70,RST
666,2026-01-23 19:52:19.901463,174.143.108.39,146.164.205.151,44195,5432,UDP,1475,121,SYN
667,2026-01-24 12:18:58.901465,57.80.185.155,21.251.11.88,27509,8080,HTTPS,1296,80,SYN
668,2026-01-24 01:31:17.901467,40.117.212.208,121.92.212.7,53906,22,TCP,335,93,RST
669,2026-01-24 04:23:46.901468,94.58.246.173,145.162.195.66,11262,80,ICMP,206,69,FIN
670,2026-01-24 04:21:29.901470,132.245.107.152,33.58.50.139,39999,8080,HTTP,1156,54,ACK
671,2026-01-24 01:44:21.901472,51.210.11.63,53.146.73.47,53338,443,HTTP,310,53,FIN
672,2026-01-24 15:06:12.901473,21.65.82.35,75.45.78.79,2164,80,ICMP,1348,35,PSH
673,2026-01-23 21:00:24.901475,171.20.75.15,114.86.30.158,64353,22,UDP,851,80,PSH
674,2026-01-24 12:53:22.901482,52.132.92.133,93.92.13.183,25866,8080,HTTPS,142,90,PSH
675,2026-01-23 22:37:32.901483,113.9.145.243,24.152.199.26,27445,5432,HTTP,686,104,RST
676,2026-01-24 04:32:33.901485,31.110.229.156,91.72.211.229,2732,22,ICMP,588,99,SYN
677,2026-01-24 03:24:38.901487,130.246.87.57,92.132.192.242,4654,443,ICMP,835,102,FIN
678,2026-01-24 06:27:22.901488,115.73.93.160,40.26.103.62,20619,8080,UDP,1001,118,ACK
679,2026-01-23 18:15:10.901490,178.135.85.186,162.121.252.131,11509,9000,UDP,1417,33,PSH
680,2026-01-24 07:45:21.901492,185.175.232.153,139.197.58.69,29332,9000,TCP,1276,80,FIN
681,2026-01-24 08:48:52.901494,161.35.117.97,25.162.237.142,45813,3306,HTTP,1182,119,PSH
682,2026-01-24 13:46:20.901495,108.67.55.5,114.33.247.8,56714,80,TCP,680,126,PSH
683,2026-01-24 16:57:33.901497,61.214.76.156,114.119.9.69,27110,5432,ICMP,1095,62,ACK
684,2026-01-24 11:07:44.901499,34.90.243.231,151.51.126.196,17883,3306,HTTPS,130,71,RST
685,2026-01-23 23:43:59.901500,167.19.60.24,152.64.155.146,8708,8080,HTTPS,254,79,SYN
686,2026-01-23 23:03:08.901502,133.66.0.230,114.228.42.217,26576,9000,UDP,1453,82,RST
687,2026-01-24 03:48:46.901504,183.220.215.95,172.104.72.96,2231,9000,HTTPS,831,74,FIN
688,2026-01-23 21:27:10.901505,21.219.117.241,148.86.125.138,47123,9000,HTTPS,584,86,RST
689,2026-01-24 13:36:54.901507,133.195.179.151,118.231.21.1,2984,8080,HTTPS,1053,119,FIN
690,2026-01-24 08:22:18.901509,188.50.217.35,128.148.85.1,1581,9000,ICMP,1204,80,FIN
691,2026-01-24 08:25:33.901510,75.244.119.233,25.246.139.154,30713,22,HTTPS,330,121,SYN
692,2026-01-24 01:39:16.901512,31.145.209.66,74.194.179.216,49675,8080,HTTPS,548,111,ACK
693,2026-01-24 10:05:25.901514,58.2.3.148,171.108.144.12,14917,5432,HTTPS,1385,88,SYN
694,2026-01-23 19:37:30.901516,143.60.3.97,51.35.153.23,33296,3306,TCP,1251,108,RST
695,2026-01-24 07:30:18.901517,177.105.161.105,111.62.71.186,1906,5432,ICMP,439,46,FIN
696,2026-01-24 00:01:07.901519,102.54.79.110,152.143.221.54,60562,443,UDP,716,58,PSH
697,2026-01-24 10:36:52.901521,176.129.133.219,166.162.175.163,38553,9000,TCP,1355,99,PSH
698,2026-01-24 13:26:15.901523,147.216.187.157,76.231.139.63,61035,443,HTTP,612,111,FIN
699,2026-01-24 12:57:39.901527,80.203.104.106,179.164.174.54,39659,80,ICMP,1161,95,SYN
700,2026-01-24 15:12:23.901528,151.247.91.95,127.168.8.234,57139,80,ICMP,136,125,ACK
701,2026-01-24 01:26:39.901530,153.247.129.254,187.68.1.156,30559,443,HTTP,371,61,SYN
702,2026-01-24 11:36:59.901532,88.176.203.189,131.2.4.173,13893,8080,HTTP,262,67,FIN
703,2026-01-24 01:41:48.901533,45.60.117.115,54.211.250.196,8190,5432,HTTP,1217,98,FIN
704,2026-01-24 14:42:23.901535,189.82.51.55,110.41.39.138,14006,443,UDP,635,117,ACK
705,2026-01-24 06:16:00.901537,140.205.173.206,17.227.63.91,41721,80,HTTPS,854,117,RST
706,2026-01-24 05:15:12.901539,150.26.82.100,106.183.198.46,39139,443,ICMP,1238,80,RST
707,2026-01-24 15:32:18.901541,172.2.46.211,188.4.63.119,8293,8080,HTTPS,1293,107,ACK
708,2026-01-23 21:52:40.901542,47.241.222.23,104.98.227.3,59978,443,HTTPS,242,86,RST
709,2026-01-23 22:09:46.901544,26.134.113.95,66.10.143.175,29088,5432,HTTP,260,116,PSH
710,2026-01-24 07:19:51.901546,30.19.196.239,191.183.98.24,58301,3306,UDP,798,87,RST
711,2026-01-24 06:58:54.901548,112.146.29.243,167.155.113.60,14551,8080,TCP,152,99,RST
712,2026-01-24 12:10:05.901549,54.253.224.3,136.185.18.72,3478,80,UDP,862,126,RST
713,2026-01-23 18:41:05.901551,61.146.99.9,136.107.3.51,21902,5432,HTTPS,851,75,PSH
714,2026-01-24 11:33:51.901553,163.118.86.173,173.202.56.223,52122,443,UDP,811,62,RST
715,2026-01-24 04:44:28.901555,19.184.122.168,81.252.87.142,63178,443,HTTP,1270,89,PSH
716,2026-01-23 23:22:46.901556,10.80.44.71,59.89.33.151,14015,3306,TCP,272,118,ACK
717,2026-01-24 09:44:18.901558,112.180.202.104,42.33.65.67,3832,80,HTTP,556,84,SYN
718,2026-01-24 13:29:02.901560,160.102.7.189,155.116.140.50,40434,80,TCP,1217,115,ACK
719,2026-01-24 10:35:07.901561,190.35.46.141,183.11.129.175,37617,22,HTTPS,728,110,SYN
720,2026-01-24 12:50:47.901563,82.178.177.247,153.232.1.241,37328,80,TCP,1100,54,ACK
721,2026-01-24 09:17:00.901565,80.115.99.117,119.26.165.111,31410,3306,TCP,934,59,SYN
722,2026-01-23 23:54:57.901566,113.2.133.45,114.140.62.175,56244,9000,TCP,795,47,SYN
723,2026-01-24 16:56:44.901568,114.54.37.129,142.238.253.93,49101,22,UDP,1193,68,FIN
724,2026-01-24 04:45:46.901570,85.174.59.206,142.22.114.13,4826,22,UDP,1462,52,SYN
725,2026-01-23 21:43:53.901572,141.131.128.178,81.215.229.81,29777,443,HTTPS,761,110,SYN
726,2026-01-23 21:04:00.901573,123.193.247.198,11.200.99.86,22107,443,TCP,1186,48,FIN
727,2026-01-24 04:28:16.901575,72.173.234.175,30.12.115.251,19378,80,ICMP,657,68,RST
728,2026-01-24 00:53:06.901577,127.14.246.30,186.216.38.235,23214,22,HTTPS,949,108,RST
729,2026-01-23 21:49:04.901578,76.34.195.163,73.100.84.85,7166,443,TCP,915,50,FIN
730,2026-01-24 13:10:40.901581,66.117.161.106,89.32.49.8,29422,3306,TCP,1279,61,PSH
731,2026-01-23 19:37:20.901582,100.4.134.64,132.221.12.152,52995,443,UDP,388,76,SYN
732,2026-01-24 14:45:49.901584,83.47.204.173,170.171.128.64,42886,8080,HTTPS,1042,49,SYN
733,2026-01-24 15:30:32.901586,97.38.91.122,37.242.122.246,34156,8080,TCP,1019,109,FIN
734,2026-01-24 06:38:30.901587,90.181.111.229,97.27.170.134,54434,443,TCP,957,93,FIN
735,2026-01-24 03:24:22.901589,156.137.93.243,70.37.224.196,20527,22,HTTPS,1454,67,PSH
736,2026-01-24 00:28:30.901591,184.97.255.189,34.228.63.22,60926,9000,ICMP,1405,115,RST
737,2026-01-23 22:45:46.901592,61.120.123.224,25.17.193.81,49480,9000,HTTPS,207,83,ACK
738,2026-01-24 02:56:46.901594,77.105.117.52,187.33.65.16,35655,22,HTTPS,447,50,RST
739,2026-01-24 02:59:44.901596,73.182.79.200,123.28.154.157,17523,5432,ICMP,279,75,SYN
740,2026-01-23 20:58:16.901597,37.61.40.174,170.221.33.27,40876,9000,HTTPS,1448,38,FIN
741,2026-01-24 15:13:03.901599,179.252.3.196,183.28.26.76,9040,8080,TCP,387,75,PSH
742,2026-01-24 13:20:23.901601,148.21.246.96,107.205.49.159,3408,3306,HTTPS,1102,99,RST
743,2026-01-24 06:21:36.901603,168.161.252.230,115.119.5.117,63344,22,ICMP,280,65,PSH
744,2026-01-23 18:30:57.901604,157.140.251.47,108.237.219.226,16096,80,HTTP,1014,97,RST
745,2026-01-24 15:12:09.901606,140.143.203.57,168.51.173.167,37727,8080,HTTPS,246,100,SYN
746,2026-01-24 01:31:10.901608,157.65.27.135,182.13.232.133,46919,3306,UDP,333,86,ACK
747,2026-01-24 00:56:32.901609,118.244.16.129,94.98.55.27,15506,3306,TCP,1008,41,PSH
748,2026-01-23 23:03:58.901611,98.201.89.118,13.34.99.232,41534,22,TCP,933,127,PSH
749,2026-01-24 05:21:33.901613,40.235.161.177,156.64.131.91,49957,3306,UDP,530,73,ACK
750,2026-01-24 13:13:48.901614,12.6.107.98,117.246.227.48,22850,22,UDP,368,72,PSH
751,2026-01-23 21:49:49.901616,158.51.166.93,72.70.22.16,3514,9000,HTTPS,1231,108,PSH
752,2026-01-23 18:36:30.901618,166.132.95.141,42.159.223.132,57156,443,UDP,174,100,RST
753,2026-01-23 20:30:07.901619,77.121.137.121,176.183.159.150,47116,8080,HTTP,1077,41,RST
754,2026-01-24 11:16:39.901621,166.175.187.48,148.74.75.121,26542,5432,ICMP,295,41,ACK
755,2026-01-24 13:12:17.901623,137.217.107.108,89.175.149.95,25069,443,UDP,658,122,SYN
756,2026-01-24 02:09:05.901625,189.190.186.219,12.74.29.61,51900,8080,UDP,1360,91,PSH
757,2026-01-23 23:35:38.901626,112.143.230.47,139.27.216.89,27934,22,HTTP,236,82,SYN
758,2026-01-24 15:53:06.901628,156.67.117.209,60.102.103.202,25590,8080,TCP,1036,52,ACK
759,2026-01-24 13:22:55.901705,35.138.120.143,27.174.96.171,52943,9000,TCP,1094,39,ACK
760,2026-01-23 23:02:21.901709,120.195.100.38,131.239.169.219,34929,22,HTTPS,1242,96,RST
761,2026-01-24 12:19:53.901711,48.242.4.46,158.171.153.108,28127,443,HTTP,609,123,PSH
762,2026-01-24 06:49:47.901714,117.255.68.229,94.83.53.117,54293,80,ICMP,611,109,FIN
763,2026-01-24 11:54:28.901715,171.161.249.77,20.253.112.236,37212,80,ICMP,581,116,ACK
764,2026-01-24 12:00:20.901717,74.24.203.26,10.114.117.120,6869,8080,HTTP,977,61,PSH
765,2026-01-24 06:09:18.901719,186.83.30.56,169.109.122.124,22186,80,ICMP,278,116,SYN
766,2026-01-24 09:41:37.901720,75.243.49.116,94.192.105.103,37698,22,TCP,197,80,RST
767,2026-01-24 05:18:16.901722,95.133.184.93,57.3.185.3,53813,3306,ICMP,348,40,SYN
768,2026-01-23 23:00:37.901724,153.131.176.6,28.183.15.143,20361,22,ICMP,1213,48,ACK
769,2026-01-24 07:33:39.901725,115.62.179.223,39.72.148.113,23337,3306,HTTP,749,100,ACK
770,2026-01-24 15:01:53.901727,183.101.89.251,59.184.22.250,27967,443,HTTP,1239,89,SYN
771,2026-01-24 08:46:42.901729,82.181.166.173,17.101.101.73,13437,5432,ICMP,394,88,ACK
772,2026-01-24 10:45:20.901731,140.249.228.228,54.112.134.185,1300,3306,UDP,1470,93,PSH
773,2026-01-23 18:46:51.901732,30.195.146.119,54.173.125.46,52175,80,HTTP,1202,126,ACK
774,2026-01-23 21:50:50.901734,171.74.85.164,60.11.90.216,18635,22,HTTPS,957,83,RST
775,2026-01-24 07:54:37.901735,96.215.207.218,77.51.10.213,40129,443,HTTPS,1371,92,PSH
776,2026-01-24 13:20:43.901737,28.40.82.88,183.70.194.168,12968,80,TCP,962,71,FIN
777,2026-01-23 19:08:47.901739,68.160.162.168,38.173.107.79,53911,443,ICMP,1162,69,ACK
778,2026-01-24 06:52:38.901740,84.136.202.70,126.122.189.208,16930,5432,UDP,1253,74,ACK
779,2026-01-23 19:31:55.901742,123.185.230.106,105.87.222.225,50871,9000,TCP,1276,94,RST
780,2026-01-23 22:28:45.901744,52.94.11.33,192.33.60.37,59677,22,ICMP,141,50,RST
781,2026-01-24 14:30:04.901745,70.128.40.54,43.97.98.137,21560,8080,HTTP,1010,81,SYN
782,2026-01-23 23:36:16.901747,52.203.52.25,106.191.162.154,58077,22,HTTPS,751,64,SYN
783,2026-01-23 18:33:54.901749,26.242.27.7,119.125.23.196,57646,5432,UDP,84,44,SYN
784,2026-01-24 11:45:46.901753,111.42.53.68,167.96.150.203,28834,22,HTTPS,629,109,RST
785,2026-01-23 20:21:20.901754,168.79.43.168,48.167.126.14,13330,8080,HTTP,1271,93,SYN
786,2026-01-23 20:45:43.901756,109.158.117.64,171.143.64.218,57713,3306,ICMP,1309,124,SYN
787,2026-01-24 12:17:19.901758,82.226.64.34,140.250.107.187,11527,443,HTTP,890,74,FIN
788,2026-01-24 11:40:10.901759,144.87.14.9,30.240.33.43,20249,8080,HTTP,1415,80,SYN
789,2026-01-23 17:55:08.901761,179.182.166.222,140.198.191.128,38000,80,HTTPS,242,67,ACK
790,2026-01-23 19:09:58.901763,131.239.139.141,142.237.91.83,61927,5432,UDP,1199,41,RST
791,2026-01-23 19:52:13.901764,123.69.90.152,192.191.247.184,12614,3306,HTTP,1146,126,PSH
792,2026-01-24 05:36:37.901766,162.233.222.135,136.242.137.149,58909,80,HTTPS,1414,37,FIN
793,2026-01-23 21:22:55.901768,173.158.177.124,112.18.106.57,11910,80,UDP,968,88,RST
794,2026-01-24 16:24:10.901769,148.116.45.114,61.231.120.102,13890,5432,ICMP,732,32,RST
795,2026-01-24 16:52:11.901771,88.187.211.67,65.156.217.228,2112,3306,ICMP,254,102,ACK
