node_id,peer_count,latency_ms,bandwidth_mbps,block_propagation_time,transactions_per_second,mempool_size,sync_status,uptime_hours,geographic_region
node_0029,1,279.37,14.97,9.72,760.3,3785,syncing,290,EU
node_0008,3,325.54,11.7,6.75,431.56,1118,synced,85,Oceania
node_0044,6,295.13,26.14,1.36,731.47,2520,syncing,191,Asia
node_0034,12,165.75,41.88,5.08,257.85,1915,synced,190,US-East
node_0044,23,244.84,47.27,5.81,47.37,4516,synced,588,US-West
node_0035,17,107.25,66.46,4.24,70.4,2110,synced,21,Asia
node_0028,17,334.63,39.24,0.83,212.08,2498,syncing,33,US-East
node_0019,11,264.44,35.86,5.57,461.33,4431,syncing,485,Oceania
node_0025,2,266.92,5.13,3.17,776.5,2235,synced,270,US-East
node_0035,2,208.66,65.47,8.89,258.47,4828,syncing,214,Oceania
node_0026,21,269.65,61.42,1.4,916.57,3923,synced,29,EU
node_0012,6,464.36,92.33,9.09,188.53,2714,synced,256,Oceania
node_0016,6,485.37,11.02,4.41,423.17,2105,synced,581,Oceania
node_0029,23,179.34,70.73,2.56,62.82,1047,synced,640,Asia
node_0044,4,275.01,32.66,2.48,157.7,2213,syncing,10,Asia
node_0015,6,119.36,30.03,3.73,505.11,189,syncing,609,US-East
node_0045,15,103.85,25.24,0.64,387.98,1028,synced,468,Asia
node_0021,23,29.71,20.49,6.31,448.62,2936,synced,89,EU
node_0018,8,395.99,44.85,1.13,972.29,1126,synced,326,EU
node_0024,24,321.51,49.37,9.73,386.68,3871,syncing,326,US-East
node_0017,25,143.68,64.97,7.98,757.06,4858,synced,218,Asia
node_0014,13,53.56,21.06,2.64,409.53,1216,syncing,138,US-East
node_0010,19,274.1,58.95,6.25,524.93,3936,synced,111,US-East
node_0023,8,140.64,13.67,8.76,87.18,1307,syncing,606,Oceania
node_0030,23,235.97,64.73,1.65,70.59,1614,synced,536,EU
node_0036,3,278.53,70.08,7.68,389.7,4265,syncing,318,Asia
node_0008,8,322.24,20.18,9.28,74.26,4495,syncing,297,Oceania
node_0026,3,361.81,5.73,8.93,994.76,4903,synced,438,US-East
node_0047,10,291.26,97.06,2.29,39.92,4092,synced,707,Asia
node_0045,3,330.76,69.64,5.59,537.23,2861,synced,257,US-West
node_0017,24,152.75,69.02,5.69,951.43,1253,syncing,361,US-East
node_0049,6,497.5,75.95,9.66,778.5,3994,syncing,421,Oceania
node_0016,24,381.86,96.83,7.17,754.14,4898,syncing,641,Asia
node_0047,10,155.0,54.81,2.42,156.47,4637,synced,315,Asia
node_0014,25,150.26,32.9,5.77,737.91,3811,synced,441,US-West
node_0030,8,404.87,58.71,4.73,770.4,4709,syncing,612,EU
node_0018,7,470.11,27.89,4.6,492.8,3957,synced,645,US-West
node_0046,10,59.64,52.05,0.62,702.18,2343,syncing,70,EU
node_0031,13,69.26,92.01,2.49,34.38,829,syncing,36,EU
node_0037,10,351.38,64.85,7.88,253.57,2454,synced,294,US-West
node_0035,21,292.46,67.74,8.57,50.68,4466,syncing,165,EU
node_0005,22,398.74,62.59,9.4,289.35,2585,synced,699,Oceania
node_0014,12,63.53,98.38,5.34,865.06,1538,synced,173,US-East
node_0037,10,120.82,85.43,3.44,490.59,4652,synced,161,EU
node_0040,9,267.15,78.63,1.83,322.91,3134,synced,286,Asia
node_0036,23,394.94,2.58,9.31,169.13,317,synced,674,US-East
node_0017,24,365.28,96.05,5.05,170.54,496,syncing,477,US-East
node_0009,14,216.16,83.97,6.6,695.56,4749,synced,334,Asia
node_0033,8,446.86,8.01,4.31,544.65,2435,synced,340,EU
node_0042,23,59.38,53.84,8.6,422.08,2120,synced,251,Asia
node_0008,20,326.09,55.07,7.65,448.63,2035,synced,673,Asia
node_0026,1,208.39,19.42,5.78,942.45,31,synced,7,Oceania
node_0037,1,232.25,39.95,0.59,830.44,4455,syncing,204,Oceania
node_0012,21,28.26,13.14,8.68,205.05,2954,synced,220,EU
node_0011,3,365.48,59.07,0.77,994.76,3417,synced,547,Oceania
node_0007,1,467.73,81.56,8.83,684.78,3455,synced,345,US-West
node_0011,24,464.01,31.45,7.6,386.34,3421,syncing,254,US-West
node_0026,7,175.01,93.65,1.97,722.95,1531,synced,106,Oceania
node_0043,4,224.0,4.98,1.85,578.84,3723,synced,251,EU
node_0041,5,341.82,33.35,4.68,297.25,4999,synced,705,Asia
node_0008,19,395.36,76.83,5.83,741.1,37,synced,24,EU
node_0018,18,61.2,76.19,9.83,836.0,1736,synced,372,Asia
node_0039,25,99.18,73.14,8.69,532.38,2461,syncing,622,US-East
node_0022,3,290.13,8.31,4.22,964.05,4947,synced,136,Asia
node_0042,3,147.49,42.3,9.1,401.78,4655,synced,522,EU
node_0017,3,458.17,34.54,8.38,402.15,2503,syncing,95,Asia
node_0026,15,82.27,74.95,5.52,892.4,1766,synced,706,US-East
node_0002,13,342.79,32.31,3.32,887.98,3379,synced,477,EU
node_0000,20,399.72,12.88,4.83,949.95,3792,synced,666,EU
node_0011,16,76.97,38.84,7.95,540.92,4157,synced,556,Oceania
node_0017,25,370.11,88.8,6.09,864.89,4194,syncing,111,US-East
node_0020,8,396.84,71.14,4.01,255.14,609,synced,470,EU
node_0003,24,107.72,30.65,2.63,185.53,1908,syncing,593,US-West
node_0025,22,307.3,55.46,9.64,662.93,4178,synced,384,Oceania
node_0015,10,294.47,70.39,6.5,501.71,2043,synced,559,Asia
node_0035,11,57.05,30.09,3.15,958.18,3277,synced,211,Asia
node_0023,18,359.95,39.93,1.98,774.01,492,syncing,46,US-East
node_0033,21,286.49,93.87,9.09,455.9,1049,synced,585,US-West
node_0041,11,183.44,23.32,1.08,663.2,4579,synced,285,Oceania
node_0014,6,119.19,6.28,0.69,52.18,4538,synced,243,Asia
node_0035,1,450.8,9.48,6.99,338.84,1087,synced,560,EU
node_0025,23,333.14,35.27,8.41,571.75,2212,syncing,368,Asia
node_0027,10,412.74,35.08,7.26,642.3,327,synced,57,Asia
node_0011,1,369.23,64.31,1.88,505.79,1881,synced,262,EU
node_0016,16,281.82,56.26,5.94,551.71,539,syncing,96,US-East
node_0022,25,390.87,52.58,8.17,949.64,2954,syncing,217,Asia
node_0007,19,71.43,35.23,2.25,626.63,3787,synced,663,Asia
node_0016,13,132.19,80.4,2.25,337.47,3706,syncing,374,US-West
node_0011,8,436.04,43.03,5.76,752.96,4099,syncing,264,US-West
node_0002,24,53.79,73.88,0.81,500.27,4075,synced,224,US-East
node_0004,3,498.52,90.9,9.54,304.54,2662,syncing,504,Asia
node_0044,1,439.42,68.08,5.41,557.43,1693,synced,573,US-East
node_0042,24,53.61,41.96,5.33,637.61,4117,synced,275,EU
node_0036,8,481.31,91.76,1.07,677.02,2597,synced,82,Asia
node_0021,15,175.79,78.97,5.45,424.37,4858,synced,424,US-West
node_0046,5,70.76,49.97,3.19,549.37,1158,syncing,212,Asia
node_0032,16,397.15,53.22,2.1,902.23,2592,syncing,666,US-West
node_0028,24,98.74,71.25,9.07,482.53,2367,synced,587,Asia
node_0002,13,259.35,78.99,7.4,731.17,670,synced,19,US-West
node_0015,16,162.87,27.57,7.19,96.29,560,syncing,664,Asia
node_0044,5,22.04,59.26,6.45,224.56,766,syncing,713,US-East
node_0021,6,215.12,85.84,3.24,439.71,4724,synced,429,US-West
node_0041,13,20.56,21.74,7.92,12.18,402,synced,66,US-West
node_0026,6,250.89,65.21,0.76,771.75,749,synced,397,EU
node_0032,4,382.41,18.11,2.76,101.34,1430,syncing,228,Asia
node_0039,23,310.35,71.76,4.75,586.82,368,synced,507,EU
node_0020,20,396.97,47.86,3.4,377.69,1101,synced,186,Oceania
node_0029,16,67.38,95.13,4.24,349.71,1812,synced,489,US-West
node_0002,16,246.88,32.81,2.13,833.55,4375,synced,651,EU
node_0030,20,269.39,25.48,8.9,228.46,4713,synced,474,EU
node_0019,11,109.57,81.47,3.71,369.3,1321,synced,243,US-West
node_0035,20,78.06,94.16,6.12,129.75,2680,syncing,419,US-West
node_0015,3,323.12,85.13,8.39,196.15,4258,syncing,700,US-West
node_0044,5,471.23,77.72,8.87,747.48,1793,syncing,400,Oceania
node_0016,7,15.31,98.05,4.39,422.71,224,synced,183,Asia
node_0002,19,364.5,14.7,4.71,699.82,124,syncing,72,US-East
node_0037,25,146.71,89.37,3.57,888.39,4555,syncing,558,US-East
node_0032,8,389.95,98.03,9.82,797.99,4371,syncing,388,EU
node_0044,8,193.93,36.05,4.19,385.6,279,synced,74,Asia
node_0032,7,101.5,60.17,1.9,973.04,1293,syncing,421,US-West
node_0021,2,97.92,68.07,2.4,352.9,3920,synced,636,US-East
node_0049,12,388.42,21.73,6.71,346.09,702,synced,280,Oceania
node_0021,4,47.85,92.75,4.65,425.61,2462,synced,234,Oceania
node_0012,8,411.27,93.35,4.27,951.77,4310,synced,533,Asia
node_0003,2,310.63,20.42,0.62,265.22,1074,synced,499,US-East
node_0027,22,388.71,94.46,4.13,887.25,3061,synced,603,Asia
node_0034,15,301.74,74.48,1.29,831.35,809,synced,693,Asia
node_0043,21,274.8,1.35,5.1,923.81,2832,synced,287,EU
node_0020,21,470.1,14.53,7.6,594.3,2965,syncing,605,US-West
node_0018,3,70.69,61.53,3.73,148.14,4401,synced,325,US-West
node_0009,22,416.29,66.74,9.88,52.53,1535,syncing,131,Oceania
node_0020,18,327.33,33.37,1.38,17.88,1319,synced,670,US-West
node_0009,22,387.3,96.15,8.02,265.98,2825,syncing,176,EU
node_0000,2,198.01,9.14,4.59,636.46,4173,synced,401,Asia
node_0028,14,285.76,92.85,6.35,305.7,3250,synced,403,EU
node_0037,5,451.2,69.36,7.87,173.57,4051,synced,251,Asia
node_0013,22,64.54,64.82,6.93,545.04,1279,syncing,333,EU
node_0003,1,375.17,21.75,9.73,423.37,3262,synced,632,US-West
node_0010,8,130.14,26.77,2.0,597.55,911,synced,531,US-West
node_0027,25,268.21,30.44,6.38,32.54,2414,syncing,571,Oceania
node_0011,7,494.38,30.68,5.88,971.07,2953,synced,602,US-East
node_0039,22,153.2,76.94,7.64,956.1,1857,synced,189,EU
node_0015,11,105.86,24.66,3.66,894.49,3421,syncing,113,US-East
node_0027,12,350.99,50.38,4.92,125.25,22,syncing,558,US-East
node_0025,24,335.35,11.31,6.27,99.81,778,syncing,267,US-West
node_0014,15,106.03,41.0,3.28,789.92,2227,synced,390,Oceania
node_0029,7,46.6,25.14,0.74,715.51,4470,syncing,622,EU
node_0012,14,81.74,94.42,5.38,134.35,2815,synced,76,US-West
node_0047,22,284.93,95.26,5.46,932.67,2568,synced,492,US-West
node_0040,19,353.34,89.18,9.93,33.22,1723,synced,45,Oceania
node_0004,9,31.54,2.47,8.41,456.25,3988,syncing,376,EU
node_0039,8,222.63,71.16,6.85,800.6,4986,syncing,21,Asia
node_0034,14,330.76,20.19,3.62,963.32,2794,syncing,103,Oceania
node_0017,12,169.2,40.97,5.7,787.25,689,syncing,706,US-East
node_0045,11,377.4,36.05,1.51,880.34,4308,syncing,482,US-West
node_0030,7,85.33,61.72,2.99,618.9,2587,synced,123,Oceania
node_0017,18,484.13,57.33,0.83,480.39,2003,syncing,678,Oceania
node_0009,4,169.32,29.77,3.94,380.67,3977,syncing,397,US-East
node_0037,20,395.08,78.28,8.41,959.63,3008,synced,422,Asia
node_0025,15,34.24,20.62,9.21,991.91,2216,syncing,531,EU
node_0048,16,306.18,8.56,8.9,659.88,1230,syncing,418,Asia
node_0033,6,266.11,50.6,6.97,81.94,773,synced,564,Asia
node_0031,18,266.84,82.42,5.86,269.04,1124,syncing,500,US-East
node_0026,13,452.69,82.4,2.35,591.75,330,synced,58,Asia
node_0019,14,348.48,98.21,3.92,221.18,1368,synced,606,US-West
node_0005,1,450.38,51.21,1.51,938.95,186,syncing,407,Asia
node_0038,10,250.1,85.6,2.56,552.97,4500,synced,399,US-West
node_0029,5,110.79,57.97,1.21,270.5,2121,synced,398,US-East
node_0040,7,312.0,91.81,1.05,28.29,4088,synced,319,Oceania
node_0035,6,427.66,2.58,4.6,225.57,985,syncing,250,EU
node_0041,1,119.96,21.78,7.89,69.68,995,synced,377,Oceania
node_0012,3,210.78,22.63,6.97,209.84,2331,synced,397,US-West
node_0018,23,83.83,47.58,8.17,992.72,3585,synced,455,US-West
node_0041,7,215.73,75.02,9.45,319.66,3514,synced,69,Asia
node_0011,12,161.86,31.39,0.78,836.91,1039,syncing,208,Asia
node_0039,1,336.3,42.91,7.99,856.44,3775,synced,74,US-East
node_0038,22,260.88,36.85,4.93,785.79,1849,synced,610,EU
node_0017,8,176.12,50.33,7.85,267.1,3588,syncing,499,Asia
node_0031,19,243.92,26.77,2.15,223.77,2104,synced,559,US-West
node_0038,2,332.43,60.55,7.88,945.48,236,synced,336,Asia
node_0023,3,363.86,81.75,9.66,360.88,2943,synced,195,US-East
node_0007,24,175.02,1.73,4.42,386.3,1638,syncing,146,Asia
node_0039,24,331.11,19.53,9.41,124.92,3632,syncing,384,US-West
node_0029,2,399.18,48.11,4.88,981.37,1015,synced,188,US-West
node_0047,13,221.3,26.99,7.54,768.02,4309,synced,19,Oceania
node_0036,16,268.6,3.69,1.51,216.66,2899,synced,553,US-West
node_0019,7,457.46,46.96,0.59,411.53,2071,synced,460,US-West
node_0024,5,305.46,61.23,4.71,17.86,3621,synced,711,US-West
node_0028,24,405.51,45.44,9.76,971.3,1283,syncing,580,Asia
node_0006,18,410.53,13.69,3.0,610.91,3597,syncing,82,US-West
node_0014,6,417.6,28.57,3.86,919.09,3319,synced,699,EU
node_0002,21,172.86,3.88,8.38,945.64,1522,synced,8,US-West
node_0025,14,331.87,33.33,5.6,227.9,786,syncing,265,US-West
node_0048,9,256.55,51.04,2.28,352.49,3613,synced,259,Asia
node_0047,4,285.04,5.89,7.21,101.28,3006,synced,407,US-West
node_0003,25,297.03,9.13,7.96,700.4,4930,synced,608,US-East
node_0042,13,473.1,6.7,1.48,28.27,2393,synced,230,EU
node_0025,12,85.56,95.88,2.42,85.02,4290,syncing,581,Oceania
node_0011,5,243.38,98.22,3.73,243.36,4768,syncing,64,EU
node_0047,9,491.31,45.06,8.64,576.55,2350,synced,327,US-East
node_0022,13,58.28,61.47,7.91,588.44,4353,syncing,161,US-West
node_0008,23,495.04,87.67,7.41,814.92,654,synced,206,Oceania
node_0049,6,150.51,80.52,4.16,326.21,1572,synced,356,EU
node_0044,11,78.41,82.35,1.88,507.98,580,syncing,34,EU
node_0048,21,136.44,72.63,2.03,932.08,901,synced,712,EU
node_0042,3,248.81,33.48,8.33,714.28,4024,synced,578,US-West
node_0041,1,392.61,31.29,3.5,552.92,2534,syncing,255,EU
node_0043,6,478.43,66.72,9.04,777.48,1637,synced,196,US-East
node_0000,3,75.35,42.93,4.88,213.97,517,synced,540,US-West
node_0029,11,329.52,28.17,1.3,559.65,96,synced,167,EU
